,workclass,fnlwgt,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
9739,Private,175370.0,10.0,Divorced,Machine-op-inspct,Own-child,,0.0,0.0,,,
9740,Private,,10.0,,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,,
9741,Private,,11.0,,Other-service,Not-in-family,Male,0.0,0.0,45.0,,
9742,Self-emp-not-inc,37284.0,10.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,,
9743,Private,,,Married-spouse-absent,Handlers-cleaners,Unmarried,Male,,,40.0,United-States,<=50K
9744,Self-emp-not-inc,,10.0,,Sales,Not-in-family,Female,0.0,0.0,25.0,,
9745,Private,172026.0,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
9746,Private,211051.0,13.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,,
9747,Private,103277.0,11.0,Never-married,Prof-specialty,Own-child,,0.0,0.0,,,
9748,Private,117606.0,13.0,Never-married,Sales,Own-child,,0.0,0.0,,,
9749,Private,,,Never-married,Adm-clerical,Not-in-family,Female,,,42.0,United-States,<=50K
9750,Private,,,Divorced,Handlers-cleaners,Other-relative,Male,,,40.0,United-States,<=50K
9751,Federal-gov,33109.0,13.0,Divorced,Exec-managerial,Unmarried,,0.0,0.0,,,
9752,Private,,,Never-married,Farming-fishing,Not-in-family,Male,,,40.0,United-States,<=50K
9753,Private,,,Married-civ-spouse,Handlers-cleaners,Husband,Male,,,40.0,United-States,<=50K
9754,Self-emp-inc,,15.0,,Prof-specialty,Husband,Male,0.0,0.0,60.0,,
9755,Private,,12.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,35.0,,
9756,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,37.0,,
9757,Self-emp-not-inc,,5.0,,Craft-repair,Not-in-family,Male,0.0,0.0,40.0,,
9758,Private,,,Separated,Adm-clerical,Other-relative,Female,,,42.0,United-States,<=50K
9759,Private,,7.0,,Handlers-cleaners,Own-child,Female,0.0,0.0,12.0,,
9760,Private,125441.0,,Never-married,Other-service,Own-child,,1055.0,0.0,,,
9761,Private,,10.0,,Craft-repair,Husband,Male,0.0,0.0,55.0,,
9762,,,,,,Husband,Male,3411.0,0.0,80.0,,
9763,Private,,13.0,,Prof-specialty,Not-in-family,Male,0.0,0.0,40.0,,
9764,Private,,,Never-married,Sales,Not-in-family,Female,,,33.0,United-States,<=50K
9765,Private,220585.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
9766,Private,,,Married-civ-spouse,Prof-specialty,Wife,Female,,,50.0,United-States,>50K
9767,Private,,10.0,,Protective-serv,Own-child,Male,0.0,0.0,30.0,,
9768,Private,82242.0,13.0,Never-married,Exec-managerial,Other-relative,,0.0,0.0,,,
9769,Private,402089.0,13.0,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,,,
9770,Private,,,Never-married,Prof-specialty,Not-in-family,Male,,,55.0,United-States,<=50K
9771,Private,240517.0,10.0,Never-married,Machine-op-inspct,Own-child,,0.0,0.0,,,
9772,Private,132670.0,14.0,Married-civ-spouse,Sales,Husband,,9386.0,0.0,,,
9773,,,9.0,,,Husband,Male,0.0,0.0,8.0,,
9774,Self-emp-inc,284526.0,3.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
9775,Private,,,Never-married,Sales,Own-child,Female,,,8.0,United-States,<=50K
9776,,291856.0,9.0,Married-civ-spouse,,Husband,,0.0,0.0,,,
9777,Private,110457.0,9.0,Divorced,Craft-repair,Unmarried,,0.0,0.0,,,
9778,Private,,,Divorced,Sales,Not-in-family,Female,,,40.0,United-States,<=50K
9779,,211968.0,10.0,Never-married,,Own-child,,0.0,0.0,,,
9780,Private,,,Separated,Other-service,Unmarried,Female,,,35.0,United-States,<=50K
9781,Private,,9.0,,Tech-support,Husband,Male,0.0,0.0,40.0,,
9782,Private,99185.0,9.0,Widowed,Craft-repair,Unmarried,,0.0,0.0,,,
9783,Private,272476.0,13.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,,,
9784,Private,,10.0,,Exec-managerial,Husband,Male,0.0,0.0,45.0,,
9785,,,10.0,,,Not-in-family,Female,0.0,0.0,35.0,,
9786,Private,,11.0,,Tech-support,Not-in-family,Male,0.0,0.0,40.0,,
9787,Private,,,Divorced,Other-service,Not-in-family,Male,,,40.0,United-States,<=50K
9788,,,,Divorced,,Unmarried,Female,,,20.0,United-States,<=50K
9789,Private,175133.0,10.0,Never-married,Machine-op-inspct,Unmarried,,0.0,0.0,,,
9790,Private,420277.0,10.0,Married-civ-spouse,Protective-serv,Husband,,0.0,0.0,,,
9791,,,11.0,,,Not-in-family,Male,0.0,0.0,40.0,,
9792,Private,,10.0,,Sales,Unmarried,Male,0.0,0.0,45.0,,
9793,Local-gov,85548.0,10.0,Separated,Adm-clerical,Unmarried,,0.0,0.0,,,
9794,Private,143189.0,3.0,Never-married,Machine-op-inspct,Own-child,,0.0,0.0,,,
9795,Local-gov,329355.0,9.0,Widowed,Other-service,Not-in-family,,0.0,0.0,,,
9796,Private,42251.0,13.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,,
9797,Private,207473.0,4.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,,
9798,Private,103809.0,9.0,Never-married,Sales,Unmarried,,0.0,0.0,,,
9799,Private,,13.0,,Prof-specialty,Not-in-family,Male,0.0,0.0,40.0,,
9800,Private,,9.0,,Machine-op-inspct,Unmarried,Male,0.0,0.0,40.0,,
9801,Self-emp-not-inc,58683.0,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
9802,Self-emp-not-inc,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,40.0,United-States,<=50K
9803,Private,,9.0,,Handlers-cleaners,Own-child,Male,0.0,0.0,40.0,,
9804,Private,,13.0,,Sales,Husband,Male,0.0,0.0,50.0,,
9805,Never-worked,,9.0,,,Other-relative,Male,0.0,0.0,35.0,,
9806,,,9.0,,,Husband,Male,0.0,0.0,41.0,,
9807,Private,86837.0,1.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,,,
9808,Private,209454.0,3.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,,
9809,Private,242987.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
9810,Private,,9.0,,Other-service,Own-child,Male,0.0,0.0,40.0,,
9811,Private,,,Separated,Craft-repair,Unmarried,Female,,,40.0,United-States,<=50K
9812,Private,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,40.0,United-States,>50K
9813,Self-emp-not-inc,76487.0,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,,
9814,Private,,,Never-married,Other-service,Own-child,Male,,,48.0,United-States,<=50K
9815,Local-gov,,9.0,,Transport-moving,Own-child,Male,0.0,0.0,25.0,,
9816,Private,,,Never-married,Adm-clerical,Own-child,Female,,,40.0,United-States,<=50K
9817,Private,213887.0,9.0,Divorced,Farming-fishing,Not-in-family,,0.0,0.0,,,
9818,State-gov,,,Never-married,Exec-managerial,Not-in-family,Female,,,40.0,United-States,<=50K
9819,Private,,,Never-married,Other-service,Not-in-family,Female,,,21.0,Japan,>50K
9820,Private,166666.0,10.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,,
9821,Private,42251.0,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,,
9822,Private,181291.0,13.0,Never-married,Exec-managerial,Not-in-family,,0.0,1564.0,,,
9823,Local-gov,,,Never-married,Other-service,Not-in-family,Male,,,14.0,United-States,<=50K
9824,Self-emp-not-inc,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,8.0,,
9825,Private,,,Never-married,Tech-support,Not-in-family,Male,,,42.0,United-States,<=50K
9826,Private,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,45.0,United-States,<=50K
9827,Private,,,Divorced,Adm-clerical,Not-in-family,Male,,,40.0,United-States,<=50K
9828,Private,151799.0,7.0,Never-married,Other-service,Own-child,,0.0,0.0,,,
9829,Private,,10.0,,Other-service,Own-child,Female,0.0,0.0,20.0,,
9830,Local-gov,185556.0,9.0,Separated,Protective-serv,Not-in-family,,0.0,1980.0,,,
9831,Private,,9.0,,Craft-repair,Not-in-family,Male,0.0,2258.0,84.0,,
9832,Private,,10.0,,Exec-managerial,Wife,Female,5178.0,0.0,40.0,,
9833,Private,149347.0,9.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,,,
9834,Private,68895.0,9.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,,
9835,Self-emp-not-inc,,1.0,,Sales,Husband,Male,0.0,0.0,30.0,,
9836,Self-emp-not-inc,,16.0,,Prof-specialty,Not-in-family,Female,0.0,0.0,60.0,,
9837,Private,,11.0,,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,,
9838,Private,,10.0,,Adm-clerical,Unmarried,Female,0.0,0.0,40.0,,
9839,Private,168283.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
9840,Private,221947.0,14.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
9841,Local-gov,124692.0,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
9842,Self-emp-not-inc,415847.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
9843,Private,,13.0,,Prof-specialty,Husband,Male,4386.0,0.0,84.0,,
9844,Private,180060.0,9.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,,
9845,Private,,2.0,,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,,
9846,Private,,,Married-civ-spouse,Adm-clerical,Wife,Female,,,43.0,United-States,>50K
9847,Private,83727.0,9.0,Divorced,Other-service,Unmarried,,0.0,0.0,,,
9848,Private,,13.0,,Sales,Husband,Male,0.0,0.0,40.0,,
9849,State-gov,,,Married-civ-spouse,Other-service,Husband,Male,,,40.0,United-States,<=50K
9850,State-gov,,9.0,,Other-service,Husband,Male,0.0,0.0,40.0,,
9851,Private,,14.0,,Exec-managerial,Husband,Male,0.0,0.0,36.0,,
9852,Private,450695.0,9.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,,
9853,Self-emp-not-inc,103642.0,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
9854,Self-emp-not-inc,,15.0,,Prof-specialty,Husband,Male,0.0,1977.0,50.0,,
9855,Private,,10.0,,Handlers-cleaners,Not-in-family,Male,0.0,0.0,45.0,,
9856,State-gov,32367.0,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
9857,Private,,9.0,,Sales,Unmarried,Female,0.0,1762.0,30.0,,
9858,Private,111900.0,10.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,,
9859,Private,113936.0,13.0,Never-married,Prof-specialty,Own-child,,0.0,0.0,,,
9860,Private,,6.0,,Machine-op-inspct,Husband,Male,0.0,0.0,50.0,,
9861,Private,,10.0,,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,,
9862,,181782.0,9.0,Married-civ-spouse,,Husband,,0.0,0.0,,,
9863,Private,,12.0,,Adm-clerical,Not-in-family,Male,0.0,1876.0,40.0,,
9864,Private,200316.0,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
9865,Private,,9.0,,Craft-repair,Unmarried,Male,0.0,0.0,40.0,,
9866,Private,236769.0,12.0,Never-married,Exec-managerial,Own-child,,0.0,0.0,,,
9867,Private,,,Widowed,Exec-managerial,Unmarried,Female,,,40.0,United-States,<=50K
9868,Private,99203.0,9.0,Separated,Craft-repair,Not-in-family,,3325.0,0.0,,,
9869,,,7.0,,,Own-child,Female,0.0,0.0,15.0,,
9870,Federal-gov,,,Never-married,Prof-specialty,Not-in-family,Male,,,55.0,United-States,>50K
9871,Private,147500.0,9.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,,,
9872,Federal-gov,,10.0,,Other-service,Not-in-family,Male,0.0,0.0,40.0,,
9873,Local-gov,212864.0,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,,
9874,Private,,7.0,,Prof-specialty,Own-child,Female,0.0,0.0,20.0,,
9875,Private,,9.0,,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,,
9876,State-gov,,13.0,,Exec-managerial,Wife,Female,0.0,0.0,38.0,,
9877,Private,,,Married-civ-spouse,Sales,Husband,Male,,,30.0,United-States,<=50K
9878,Private,,10.0,,Sales,Wife,Female,0.0,0.0,40.0,,
9879,Self-emp-not-inc,,10.0,,Farming-fishing,Unmarried,Female,0.0,0.0,65.0,,
9880,Federal-gov,226916.0,13.0,Widowed,Adm-clerical,Not-in-family,,0.0,0.0,,,
9881,Local-gov,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,45.0,United-States,>50K
9882,Private,103642.0,11.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
9883,Private,144968.0,9.0,Never-married,Tech-support,Own-child,,0.0,0.0,,,
9884,Private,,13.0,,Other-service,Own-child,Male,0.0,0.0,40.0,,
9885,Private,,10.0,,Exec-managerial,Wife,Female,0.0,0.0,40.0,,
9886,Private,,,Never-married,Priv-house-serv,Own-child,Female,,,20.0,United-States,<=50K
9887,Private,,,Married-civ-spouse,Sales,Husband,Male,,,40.0,,>50K
9888,Private,234500.0,13.0,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,,,
9889,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,50.0,,
9890,Self-emp-not-inc,318644.0,15.0,Never-married,Prof-specialty,Own-child,,0.0,0.0,,,
9891,Private,,13.0,,Tech-support,Wife,Female,0.0,0.0,32.0,,
9892,Private,,,Never-married,Sales,Own-child,Male,,,40.0,United-States,<=50K
9893,Private,,9.0,,Craft-repair,Other-relative,Male,0.0,0.0,40.0,,
9894,Private,,14.0,,Exec-managerial,Not-in-family,Male,0.0,0.0,45.0,,
9895,Private,,10.0,,Sales,Unmarried,Female,0.0,0.0,27.0,,
9896,Private,141944.0,11.0,Married-spouse-absent,Handlers-cleaners,Unmarried,,0.0,1380.0,,,
9897,Private,,,Separated,Adm-clerical,Unmarried,Female,,,40.0,United-States,<=50K
9898,Private,,11.0,,Other-service,Unmarried,Female,0.0,0.0,10.0,,
9899,Private,,,Never-married,Handlers-cleaners,Own-child,Male,,,40.0,United-States,<=50K
9900,Self-emp-inc,,13.0,,Prof-specialty,Not-in-family,Female,0.0,0.0,80.0,,
9901,Private,,,Married-civ-spouse,Transport-moving,Husband,Male,,,70.0,United-States,<=50K
9902,Self-emp-not-inc,230373.0,7.0,Never-married,Other-service,Own-child,,594.0,0.0,,,
9903,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,40.0,,
9904,Private,,,Never-married,Prof-specialty,Not-in-family,Female,,,40.0,United-States,<=50K
9905,Private,141410.0,10.0,Never-married,Transport-moving,Not-in-family,,0.0,0.0,,,
9906,Federal-gov,47341.0,14.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,,,
9907,Private,178137.0,9.0,Divorced,Machine-op-inspct,Unmarried,,0.0,0.0,,,
9908,Private,159770.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
9909,Private,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,40.0,United-States,>50K
9910,Private,187046.0,9.0,Married-civ-spouse,Sales,Husband,,4064.0,0.0,,,
9911,State-gov,,10.0,,Sales,Not-in-family,Female,0.0,0.0,40.0,,
9912,Private,,13.0,,Exec-managerial,Not-in-family,Male,0.0,0.0,40.0,,
9913,Self-emp-inc,139057.0,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
9914,Self-emp-inc,,12.0,,Prof-specialty,Husband,Male,0.0,0.0,50.0,,
9915,Private,206878.0,9.0,Never-married,Adm-clerical,Unmarried,,0.0,0.0,,,
9916,Private,,,Married-civ-spouse,Adm-clerical,Husband,Male,,,40.0,,>50K
9917,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,<=50K
9918,Self-emp-not-inc,,13.0,,Sales,Wife,Female,0.0,0.0,60.0,,
9919,Private,31501.0,11.0,Widowed,Adm-clerical,Unmarried,,0.0,0.0,,,
9920,Private,94145.0,9.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,,,
9921,Private,,,Never-married,Tech-support,Other-relative,Male,,,50.0,United-States,<=50K
9922,State-gov,,14.0,,Prof-specialty,Husband,Male,0.0,0.0,20.0,,
9923,Private,,10.0,,Protective-serv,Own-child,Male,0.0,0.0,24.0,,
9924,Federal-gov,337575.0,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,,
9925,Local-gov,32846.0,10.0,Divorced,Adm-clerical,Not-in-family,,2964.0,0.0,,,
9926,Private,,,Never-married,Exec-managerial,Not-in-family,Female,,,60.0,United-States,<=50K
9927,Private,236592.0,7.0,Never-married,Sales,Own-child,,0.0,0.0,,,
9928,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,>50K
9929,Private,279129.0,13.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,,,
9930,Private,,13.0,,Adm-clerical,Wife,Female,0.0,0.0,40.0,,
9931,Private,304570.0,8.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,,
9932,Private,,,Married-civ-spouse,Handlers-cleaners,Husband,Male,,,40.0,Portugal,<=50K
9933,Self-emp-not-inc,,,Married-civ-spouse,Sales,Husband,Male,,,30.0,United-States,<=50K
9934,Private,,,Married-civ-spouse,Sales,Husband,Male,,,55.0,United-States,<=50K
9935,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,45.0,United-States,<=50K
9936,Private,,,Divorced,Craft-repair,Not-in-family,Male,,,50.0,United-States,<=50K
9937,Private,,9.0,,Adm-clerical,Other-relative,Female,0.0,0.0,45.0,,
9938,Private,,9.0,,Transport-moving,Not-in-family,Male,0.0,0.0,55.0,,
9939,Local-gov,185129.0,16.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
9940,Private,34278.0,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
9941,Local-gov,,,Divorced,Prof-specialty,Not-in-family,Female,,,60.0,United-States,<=50K
9942,Private,185177.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
9943,Private,,10.0,,Sales,Own-child,Male,0.0,0.0,30.0,,
9944,Private,149466.0,9.0,Divorced,Handlers-cleaners,Not-in-family,,0.0,0.0,,,
9945,Private,,,Divorced,Machine-op-inspct,Not-in-family,Male,,,40.0,United-States,<=50K
9946,Private,292185.0,13.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,,
9947,State-gov,,9.0,,Adm-clerical,Husband,Male,0.0,1902.0,40.0,,
9948,Private,154978.0,9.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,,,
9949,Local-gov,210945.0,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,,
9950,Private,,13.0,,Craft-repair,Husband,Male,0.0,0.0,70.0,,
9951,Federal-gov,29623.0,8.0,Never-married,Other-service,Unmarried,,0.0,0.0,,,
9952,,,6.0,,,Own-child,Male,0.0,0.0,40.0,,
9953,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,<=50K
9954,Private,,,Never-married,Other-service,Not-in-family,Female,,,12.0,United-States,<=50K
9955,Private,,9.0,,Handlers-cleaners,Husband,Male,0.0,0.0,48.0,,
9956,,,,Married-civ-spouse,,Husband,Male,,,40.0,United-States,<=50K
9957,Private,,9.0,,Other-service,Husband,Male,0.0,0.0,40.0,,
9958,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,>50K
9959,Private,,6.0,,Machine-op-inspct,Not-in-family,Female,0.0,0.0,40.0,,
9960,Self-emp-not-inc,,6.0,,Craft-repair,Wife,Female,0.0,1977.0,35.0,,
9961,Private,,,Never-married,Handlers-cleaners,Own-child,Male,,,15.0,United-States,<=50K
9962,,,13.0,,,Not-in-family,Female,0.0,0.0,50.0,,
9963,Private,,6.0,,Other-service,Other-relative,Female,0.0,0.0,30.0,,
9964,Private,,,Never-married,Handlers-cleaners,Own-child,Male,,,16.0,United-States,<=50K
9965,Private,,7.0,,Other-service,Own-child,Female,0.0,0.0,21.0,,
9966,Private,196344.0,3.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,,,
9967,Private,,13.0,,Craft-repair,Husband,Male,7298.0,0.0,40.0,,
9968,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,40.0,,
9969,Private,30813.0,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
9970,Private,,,Divorced,Machine-op-inspct,Unmarried,Male,,,43.0,United-States,<=50K
9971,Private,,10.0,,Sales,Other-relative,Female,0.0,0.0,20.0,,
9972,Local-gov,,,Married-civ-spouse,Protective-serv,Husband,Male,,,56.0,United-States,<=50K
9973,Private,119793.0,11.0,Divorced,Exec-managerial,Not-in-family,,10520.0,0.0,,,
9974,,,9.0,,,Own-child,Female,0.0,1504.0,30.0,,
9975,Private,,,Divorced,Other-service,Unmarried,Female,,,33.0,United-States,<=50K
9976,Private,,13.0,Never-married,,,,0.0,0.0,,United-States,<=50K
9977,Self-emp-not-inc,120539.0,13.0,Never-married,Sales,Not-in-family,,0.0,0.0,,,
9978,Private,,13.0,,Exec-managerial,Not-in-family,Male,14084.0,0.0,50.0,,
9979,Private,208068.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
9980,Private,,9.0,,Other-service,Unmarried,Female,0.0,0.0,12.0,,
9981,Private,,,Married-civ-spouse,Other-service,Husband,Male,,,40.0,Haiti,<=50K
9982,Private,,10.0,,Tech-support,Other-relative,Male,0.0,0.0,40.0,,
9983,Self-emp-inc,,,Separated,Prof-specialty,Other-relative,Male,,,25.0,United-States,<=50K
9984,Private,,,Never-married,Adm-clerical,Own-child,Female,,,40.0,United-States,<=50K
9985,Private,,,Divorced,Exec-managerial,Not-in-family,Male,,,40.0,United-States,<=50K
9986,Federal-gov,29591.0,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,,
9987,Private,131519.0,9.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,,,
9988,Private,,9.0,,Other-service,Husband,Male,0.0,0.0,30.0,,
9989,Private,345403.0,6.0,Never-married,Other-service,Own-child,,0.0,0.0,,,
9990,Private,174163.0,10.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,,,
9991,Private,,11.0,,Prof-specialty,Unmarried,Female,0.0,0.0,40.0,,
9992,Private,,,Separated,Other-service,Unmarried,Female,,,40.0,Mexico,<=50K
9993,Private,,12.0,,Tech-support,Not-in-family,Female,0.0,0.0,40.0,,
9994,Local-gov,,12.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,30.0,,
9995,Local-gov,184112.0,16.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,,,
9996,Federal-gov,212120.0,11.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,,
9997,Private,,13.0,,Machine-op-inspct,Unmarried,Female,0.0,0.0,38.0,,
9998,Private,164647.0,9.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,,,
9999,Private,57067.0,9.0,Never-married,Machine-op-inspct,Other-relative,,0.0,0.0,,,
10000,Private,,,,Other-service,Unmarried,Female,0.0,0.0,16.0,,
10001,Private,,9.0,,Farming-fishing,Not-in-family,Male,0.0,0.0,44.0,,
10002,Private,,9.0,,Machine-op-inspct,Own-child,Female,0.0,0.0,40.0,,
10003,Self-emp-inc,,10.0,,Sales,Husband,Male,0.0,0.0,50.0,,
10004,Private,,,Never-married,Handlers-cleaners,Own-child,Male,,,18.0,United-States,<=50K
10005,Private,197558.0,9.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,,,
10006,Private,210311.0,9.0,Never-married,Sales,Own-child,,0.0,0.0,,,
10007,Private,26326.0,11.0,Divorced,Other-service,Unmarried,,0.0,0.0,,,
10008,Self-emp-not-inc,,,Married-civ-spouse,Farming-fishing,Husband,Male,,,38.0,United-States,<=50K
10009,Private,,,Separated,Other-service,Not-in-family,Female,,,25.0,Peru,<=50K
10010,Private,137506.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,,
10011,Private,,9.0,,Craft-repair,Own-child,Male,0.0,0.0,40.0,,
10012,Private,,13.0,,Sales,Husband,Male,0.0,0.0,40.0,,
10013,Private,163581.0,9.0,Never-married,Other-service,Not-in-family,,10520.0,0.0,,,
10014,Private,,10.0,,Craft-repair,Other-relative,Male,0.0,0.0,40.0,,
10015,Private,,,Never-married,Other-service,Not-in-family,Male,,,40.0,United-States,<=50K
10016,Self-emp-inc,,,Widowed,Exec-managerial,Not-in-family,Female,,,40.0,United-States,>50K
10017,Local-gov,,14.0,,Prof-specialty,Husband,Male,0.0,0.0,10.0,,
10018,Private,,,Separated,Handlers-cleaners,Not-in-family,Male,,,40.0,United-States,<=50K
10019,Private,,,Never-married,Craft-repair,Own-child,Male,,,30.0,United-States,<=50K
10020,Self-emp-not-inc,,10.0,,Other-service,Husband,Male,0.0,0.0,25.0,,
10021,Private,163911.0,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,,
10022,Private,,12.0,,Exec-managerial,Not-in-family,Female,0.0,0.0,40.0,,
10023,Private,103596.0,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,,
