age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
,State-gov,,Never-married,Prof-specialty,Not-in-family,,Female,40.0,United-States,<=50K
48.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
39.0,,HS-grad,,,,White,Male,70.0,United-States,<=50K
26.0,,HS-grad,,,,White,Female,40.0,Ecuador,<=50K
,Private,,Never-married,Sales,Other-relative,,Male,55.0,United-States,<=50K
32.0,,Bachelors,,,,White,Male,55.0,Mexico,>50K
,State-gov,,Married-civ-spouse,Protective-serv,Husband,,Male,60.0,United-States,<=50K
47.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Sales,Husband,,Male,60.0,United-States,<=50K
35.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
24.0,,Some-college,,,,White,Female,36.0,United-States,<=50K
30.0,,Bachelors,,,,White,Male,50.0,United-States,<=50K
40.0,,Bachelors,,,,White,Male,50.0,United-States,>50K
49.0,,11th,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,45.0,United-States,>50K
40.0,,Bachelors,,,,White,Male,50.0,United-States,<=50K
28.0,,Bachelors,,,,White,Male,40.0,United-States,<=50K
,Private,,Never-married,Other-service,Own-child,,Male,25.0,United-States,<=50K
44.0,,Some-college,,,,Asian-Pac-Islander,Male,40.0,United-States,>50K
,Self-emp-not-inc,,Married-civ-spouse,Craft-repair,Husband,,Male,50.0,United-States,<=50K
38.0,,Some-college,,,,White,Female,38.0,United-States,>50K
,Private,,Never-married,Sales,Own-child,,Female,20.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,Italy,<=50K
,Private,,Married-civ-spouse,Farming-fishing,Husband,,Male,63.0,United-States,<=50K
43.0,,Assoc-acdm,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,16.0,United-States,<=50K
51.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Adm-clerical,Husband,,Male,35.0,United-States,<=50K
,State-gov,,Married-civ-spouse,Prof-specialty,Wife,,Female,5.0,United-States,>50K
,Self-emp-inc,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
,Local-gov,,Divorced,Exec-managerial,Unmarried,,Female,40.0,United-States,<=50K
49.0,,HS-grad,,,,White,Male,50.0,United-States,<=50K
,,,Never-married,,Not-in-family,,Female,35.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Wife,,Female,40.0,United-States,>50K
32.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
49.0,,11th,,,,White,Male,50.0,United-States,<=50K
,Private,,Never-married,Tech-support,Own-child,,Male,20.0,United-States,<=50K
,Private,,Widowed,Adm-clerical,Unmarried,,Female,24.0,United-States,<=50K
61.0,,Assoc-voc,,,,White,Female,40.0,Canada,<=50K
32.0,,12th,,,,Asian-Pac-Islander,Male,40.0,United-States,<=50K
23.0,,Bachelors,,,,White,Female,10.0,United-States,<=50K
56.0,,Masters,,,,White,Male,50.0,United-States,>50K
29.0,,Bachelors,,,,White,Female,45.0,United-States,<=50K
33.0,,Some-college,,,,White,Male,45.0,United-States,>50K
,Private,,Divorced,Craft-repair,Not-in-family,,Female,45.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,45.0,United-States,>50K
40.0,,Prof-school,,,,Black,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Wife,,Female,40.0,United-States,>50K
33.0,,HS-grad,,,,White,Male,55.0,United-States,<=50K
31.0,,Some-college,,,,White,Male,56.0,United-States,>50K
30.0,,HS-grad,,,,Amer-Indian-Eskimo,Male,40.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Prof-specialty,Husband,,Male,50.0,,>50K
,Self-emp-not-inc,,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40.0,United-States,<=50K
33.0,,HS-grad,,,,White,Female,50.0,United-States,<=50K
,Private,,Divorced,Adm-clerical,Not-in-family,,Female,40.0,Germany,<=50K
,Private,,Never-married,Adm-clerical,Not-in-family,,Male,40.0,United-States,<=50K
42.0,,HS-grad,,,,White,Female,40.0,,<=50K
23.0,,Assoc-voc,,,,White,Male,40.0,United-States,<=50K
46.0,,Some-college,,,,White,Male,40.0,United-States,>50K
47.0,,Assoc-voc,,,,White,Female,40.0,United-States,<=50K
18.0,,11th,,,,White,Female,40.0,United-States,<=50K
19.0,,6,,,,Black,Male,25.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,35.0,United-States,>50K
,Self-emp-not-inc,,Married-civ-spouse,Farming-fishing,Husband,,Male,60.0,United-States,>50K
59.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,,United-States,
,Private,,Married-civ-spouse,Tech-support,Husband,,Male,40.0,United-States,>50K
,Private,,Divorced,Craft-repair,Not-in-family,,Male,40.0,United-States,<=50K
30.0,,11th,,,,White,Male,40.0,United-States,<=50K
,Private,,Separated,Craft-repair,Not-in-family,,Female,40.0,United-States,<=50K
21.0,,Some-college,,,,White,Female,25.0,United-States,<=50K
35.0,,Some-college,,,,Black,Male,30.0,United-States,<=50K
64.0,,10th,,,,White,Male,40.0,United-States,>50K
27.0,,HS-grad,,,,White,Male,45.0,United-States,<=50K
,Local-gov,,Widowed,Prof-specialty,Not-in-family,,Female,35.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,<=50K
,Private,,Never-married,Other-service,Not-in-family,,Male,40.0,,<=50K
36.0,,Masters,,,,White,Male,38.0,United-States,>50K
,Private,,Never-married,Craft-repair,Own-child,,Male,20.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Wife,,Female,40.0,United-States,<=50K
,Private,,Never-married,Machine-op-inspct,Unmarried,,Male,40.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Other-relative,,Male,24.0,United-States,<=50K
19.0,,11th,,,,White,Male,40.0,United-States,<=50K
20.0,,Some-college,,,,White,Female,10.0,United-States,<=50K
58.0,,Bachelors,,,,White,Female,40.0,United-States,<=50K
29.0,,HS-grad,,,,Black,Female,40.0,United-States,<=50K
57.0,,HS-grad,,,,White,Male,60.0,Hungary,>50K
,Self-emp-not-inc,,Married-civ-spouse,Adm-clerical,Wife,,Female,35.0,United-States,>50K
,State-gov,,Married-civ-spouse,Farming-fishing,Husband,,Male,40.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Other-service,Husband,,Male,40.0,United-States,<=50K
51.0,,HS-grad,,,,White,Female,35.0,,<=50K
48.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
39.0,,HS-grad,,,,White,Male,45.0,,>50K
,Self-emp-inc,,Married-civ-spouse,Sales,Husband,,Male,40.0,United-States,>50K
37.0,,12th,,,,White,Female,45.0,United-States,<=50K
,Private,,Never-married,Priv-house-serv,Own-child,,Female,32.0,El-Salvador,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,40.0,United-States,>50K
48.0,,Some-college,,,,White,Male,40.0,United-States,>50K
31.0,,Some-college,,,,White,Male,40.0,United-States,>50K
,Private,,Never-married,Prof-specialty,Own-child,,Female,4.0,United-States,<=50K
46.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Private,,Never-married,Prof-specialty,Not-in-family,,Female,52.0,United-States,<=50K
36.0,,HS-grad,,,,White,Female,50.0,United-States,<=50K
23.0,,Some-college,,,,White,Male,52.0,United-States,<=50K
47.0,,HS-grad,,,,White,Male,40.0,United-States,>50K
,Federal-gov,,Divorced,Craft-repair,Unmarried,,Female,40.0,United-States,<=50K
,Private,,Widowed,Machine-op-inspct,Unmarried,,Female,60.0,United-States,<=50K
37.0,,HS-grad,,,,White,Male,99.0,United-States,>50K
,Private,,Separated,Exec-managerial,Not-in-family,,Male,60.0,Canada,<=50K
,Private,,Divorced,Adm-clerical,Unmarried,,Female,32.0,United-States,<=50K
32.0,,,,,,White,Female,40.0,France,>50K
,Private,,Never-married,Transport-moving,Own-child,,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,50.0,United-States,>50K
43.0,,HS-grad,,,,Black,Male,40.0,United-States,>50K
41.0,,HS-grad,,,,White,Male,50.0,United-States,>50K
45.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
55.0,,Bachelors,,,,White,Female,40.0,United-States,>50K
,Private,,Married-civ-spouse,Adm-clerical,Own-child,,Female,25.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40.0,United-States,<=50K
27.0,,7th-8th,,,,White,Male,40.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,50.0,United-States,>50K
,Private,,Divorced,Other-service,Not-in-family,,Female,40.0,United-States,<=50K
41.0,,HS-grad,,,,White,Male,50.0,Canada,>50K
21.0,,Some-college,,,,White,Female,52.0,United-States,<=50K
,Private,,Divorced,Adm-clerical,Unmarried,,Female,40.0,United-States,<=50K
,Local-gov,,Separated,Prof-specialty,Not-in-family,,Male,30.0,,<=50K
,Private,,Never-married,Sales,Own-child,,Female,15.0,United-States,<=50K
42.0,,HS-grad,,,,White,Male,50.0,United-States,>50K
40.0,,HS-grad,,,,Black,Male,50.0,United-States,<=50K
,Private,,Divorced,Exec-managerial,Unmarried,,Male,40.0,United-States,<=50K
33.0,,Masters,,,,White,Female,40.0,United-States,<=50K
35.0,,Bachelors,,,,White,Male,35.0,United-States,<=50K
33.0,,Bachelors,,,,Black,Female,50.0,United-States,<=50K
,Private,,Divorced,Protective-serv,Not-in-family,,Male,20.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Craft-repair,Husband,,Male,65.0,United-States,<=50K
,Private,,Never-married,Handlers-cleaners,Other-relative,,Male,40.0,United-States,<=50K
28.0,,HS-grad,,,,Black,Male,40.0,United-States,<=50K
,Private,,Divorced,Machine-op-inspct,Not-in-family,,Female,40.0,United-States,<=50K
,,,Married-civ-spouse,,Husband,,Male,20.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40.0,United-States,>50K
,Self-emp-not-inc,,Married-civ-spouse,Transport-moving,Husband,,Male,55.0,United-States,<=50K
24.0,,HS-grad,,,,White,Male,44.0,United-States,<=50K
39.0,,9,,,,White,Male,40.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Prof-specialty,Husband,,Male,55.0,United-States,>50K
33.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,52.0,United-States,>50K
,Private,,Married-civ-spouse,Adm-clerical,Husband,,Male,7.0,United-States,<=50K
17.0,,11th,,,,White,Female,15.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Not-in-family,,Female,43.0,United-States,<=50K
,,,Widowed,,Unmarried,,Female,40.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Own-child,,Male,40.0,United-States,<=50K
42.0,,Some-college,,,,White,Male,52.0,United-States,>50K
32.0,,,,,,White,Male,40.0,United-States,>50K
,Private,,Never-married,Handlers-cleaners,Own-child,,Male,40.0,El-Salvador,<=50K
21.0,,Some-college,,,,White,Male,10.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Protective-serv,Husband,,Male,60.0,United-States,>50K
50.0,,Masters,,,,White,Male,48.0,United-States,>50K
,Private,,Never-married,Prof-specialty,Not-in-family,,Male,40.0,United-States,<=50K
49.0,,Some-college,,,,White,Male,40.0,United-States,>50K
52.0,,Some-college,,,,Asian-Pac-Islander,Female,40.0,United-States,>50K
44.0,,,,,,Black,Male,50.0,United-States,>50K
50.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
65.0,,Some-college,,,,White,Male,40.0,United-States,>50K
,Private,,Divorced,Craft-repair,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Divorced,Adm-clerical,Not-in-family,,Female,60.0,United-States,<=50K
,Private,,Widowed,Priv-house-serv,Not-in-family,,Female,5.0,United-States,<=50K
23.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,State-gov,,Married-civ-spouse,Protective-serv,Husband,,Male,40.0,Poland,>50K
,Private,,Married-civ-spouse,Craft-repair,Wife,,Female,40.0,United-States,>50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,48.0,United-States,>50K
19.0,,Some-college,,,,White,Female,25.0,United-States,<=50K
30.0,,Bachelors,,,,White,Female,40.0,United-States,<=50K
39.0,,Bachelors,,,,White,Male,60.0,United-States,<=50K
,Private,,Never-married,Craft-repair,Own-child,,Male,50.0,United-States,<=50K
35.0,,Assoc-voc,,,,White,Female,40.0,United-States,>50K
36.0,,Some-college,,,,White,Male,45.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,>50K
23.0,,Some-college,,,,White,Female,20.0,United-States,<=50K
32.0,,Assoc-voc,,,,White,Male,40.0,United-States,>50K
53.0,,HS-grad,,,,Black,Female,20.0,United-States,<=50K
67.0,,Bachelors,,,,White,Female,5.0,United-States,<=50K
57.0,,Bachelors,,,,White,Male,55.0,United-States,>50K
,Local-gov,,Widowed,Adm-clerical,Unmarried,,Female,40.0,United-States,<=50K
,Private,,Divorced,Adm-clerical,Not-in-family,,Female,45.0,United-States,<=50K
,Private,,Never-married,Handlers-cleaners,Own-child,,Male,40.0,United-States,<=50K
55.0,,Bachelors,,,,White,Male,40.0,,<=50K
,Private,,Separated,Adm-clerical,Unmarried,,Female,35.0,United-States,<=50K
,Private,,Never-married,Other-service,Own-child,,Male,20.0,United-States,<=50K
19.0,,Some-college,,,,White,Female,38.0,United-States,<=50K
51.0,,HS-grad,,,,Black,Female,40.0,United-States,<=50K
49.0,,Some-college,,,,White,Male,60.0,Mexico,>50K
,Private,,Never-married,Priv-house-serv,Other-relative,,Female,40.0,Mexico,<=50K
,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,50.0,United-States,>50K
29.0,,,,,,White,Female,40.0,United-States,<=50K
35.0,,Bachelors,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-spouse-absent,Craft-repair,Not-in-family,,Male,48.0,Hungary,>50K
22.0,,Bachelors,,,,White,Female,15.0,United-States,<=50K
,Private,,Never-married,Protective-serv,Other-relative,,Male,40.0,,<=50K
19.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
28.0,,HS-grad,,,,White,Female,38.0,United-States,>50K
31.0,,Bachelors,,,,White,Male,40.0,United-States,<=50K
,,,Married-civ-spouse,,Husband,,Male,25.0,United-States,<=50K
22.0,,Some-college,,,,Asian-Pac-Islander,Male,40.0,,<=50K
,Self-emp-not-inc,,Never-married,Craft-repair,Unmarried,,Male,40.0,United-States,<=50K
48.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
53.0,,7th-8th,,,,White,Male,40.0,United-States,<=50K
24.0,,Bachelors,,,,White,Male,55.0,England,>50K
26.0,,Assoc-acdm,,,,White,Male,45.0,United-States,<=50K
59.0,,7th-8th,,,,White,Male,40.0,United-States,<=50K
,State-gov,,Married-civ-spouse,Prof-specialty,Husband,,Male,17.0,Taiwan,<=50K
,Private,,Married-civ-spouse,Adm-clerical,Husband,,Male,50.0,United-States,>50K
,Private,,Never-married,Other-service,Own-child,,Female,20.0,United-States,<=50K
,,,Never-married,,Not-in-family,,Female,16.0,United-States,<=50K
,Private,,Never-married,Farming-fishing,Not-in-family,,Male,40.0,United-States,<=50K
51.0,,3,,,,White,Male,70.0,Mexico,<=50K
38.0,,10th,,,,White,Male,40.0,United-States,<=50K
33.0,,Some-college,,,,White,Female,21.0,United-States,>50K
,Private,,Never-married,Tech-support,Own-child,,Male,40.0,United-States,<=50K
,State-gov,,Never-married,Prof-specialty,Own-child,,Female,20.0,United-States,<=50K
50.0,,10th,,,,White,Male,40.0,United-States,<=50K
,Local-gov,,Never-married,Tech-support,Not-in-family,,Male,20.0,United-States,<=50K
,Local-gov,,Never-married,Exec-managerial,Own-child,,Female,40.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Sales,Husband,,Male,40.0,United-States,<=50K
,Private,,Never-married,Handlers-cleaners,Own-child,,Male,30.0,United-States,<=50K
32.0,,Some-college,,,,Amer-Indian-Eskimo,Male,40.0,United-States,<=50K
67.0,,HS-grad,,,,Black,Male,32.0,United-States,<=50K
45.0,,9,,,,Asian-Pac-Islander,Male,84.0,Japan,>50K
34.0,,Assoc-voc,,,,Black,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Wife,,Female,45.0,United-States,>50K
,Private,,Never-married,Machine-op-inspct,Own-child,,Male,40.0,United-States,<=50K
43.0,,HS-grad,,,,Black,Male,40.0,United-States,<=50K
,State-gov,,Separated,Adm-clerical,Unmarried,,Female,40.0,India,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40.0,United-States,>50K
,Private,,Divorced,Sales,Not-in-family,,Female,45.0,United-States,<=50K
,,,Married-civ-spouse,,Husband,,Male,16.0,United-States,<=50K
,State-gov,,Married-civ-spouse,Prof-specialty,Husband,,Male,70.0,United-States,>50K
,Private,,Never-married,Other-service,Not-in-family,,Male,35.0,United-States,<=50K
34.0,,9th,,,,Other,Male,40.0,Guatemala,<=50K
,Private,,Never-married,Adm-clerical,Own-child,,Male,40.0,United-States,<=50K
,Federal-gov,,Married-civ-spouse,Protective-serv,Husband,,Male,50.0,United-States,>50K
,Private,,Widowed,Priv-house-serv,Unmarried,,Female,35.0,United-States,<=50K
60.0,,HS-grad,,,,Black,Female,20.0,United-States,<=50K
,,,Widowed,,Not-in-family,,Female,1.0,United-States,<=50K
39.0,,Masters,,,,White,Male,40.0,United-States,<=50K
53.0,,,,,,White,Male,45.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,48.0,United-States,<=50K
55.0,,Assoc-acdm,,,,White,Female,52.0,United-States,<=50K
43.0,,HS-grad,,,,White,Male,40.0,United-States,>50K
,Private,,Divorced,Transport-moving,Own-child,,Male,60.0,United-States,<=50K
,Self-emp-not-inc,,Divorced,Adm-clerical,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Never-married,Machine-op-inspct,Not-in-family,,Male,40.0,United-States,<=50K
25.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
34.0,,10th,,,,Amer-Indian-Eskimo,Female,30.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,45.0,United-States,>50K
,Private,,Divorced,Craft-repair,Unmarried,,Female,48.0,United-States,<=50K
,State-gov,,Married-civ-spouse,Prof-specialty,Husband,,Male,65.0,United-States,<=50K
,Private,,Divorced,Prof-specialty,Unmarried,,Female,35.0,United-States,<=50K
,Private,,Never-married,Sales,Own-child,,Female,18.0,United-States,<=50K
53.0,,1st-4th,,,,Black,Male,35.0,Puerto-Rico,<=50K
42.0,,HS-grad,,,,White,Male,50.0,United-States,<=50K
,Private,,Never-married,Craft-repair,Unmarried,,Male,47.0,United-States,<=50K
30.0,,HS-grad,,,,White,Female,72.0,United-States,<=50K
56.0,,,,,,Black,Female,20.0,United-States,<=50K
25.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Private,,Divorced,Adm-clerical,Unmarried,,Female,32.0,United-States,<=50K
,Self-emp-not-inc,,Divorced,Other-service,Other-relative,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,40.0,United-States,>50K
,Private,,Never-married,Other-service,Own-child,,Male,25.0,United-States,<=50K
,Private,,Widowed,Tech-support,Not-in-family,,Female,16.0,United-States,<=50K
31.0,,,,,,Black,Male,40.0,United-States,<=50K
,,,Married-civ-spouse,,Own-child,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,50.0,United-States,>50K
55.0,,HS-grad,,,,White,Male,30.0,United-States,<=50K
62.0,,HS-grad,,,,Black,Female,35.0,United-States,<=50K
,State-gov,,Married-civ-spouse,Adm-clerical,Husband,,Male,40.0,,<=50K
,Private,,Never-married,Craft-repair,Not-in-family,,Male,55.0,United-States,<=50K
52.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
,Private,,Divorced,Adm-clerical,Not-in-family,,Male,55.0,United-States,<=50K
,Private,,Divorced,Other-service,Unmarried,,Female,21.0,United-States,<=50K
,Private,,Widowed,Adm-clerical,Unmarried,,Female,40.0,United-States,<=50K
51.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
37.0,,10,,,,White,Male,55.0,United-States,<=50K
,Private,,Never-married,Other-service,Own-child,,Male,25.0,United-States,<=50K
,Private,,Married-civ-spouse,Protective-serv,Husband,,Male,40.0,United-States,>50K
47.0,,Some-college,,,,Asian-Pac-Islander,Male,40.0,Philippines,>50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,50.0,United-States,>50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,80.0,United-States,>50K
,Self-emp-not-inc,,Married-civ-spouse,Tech-support,Husband,,Male,99.0,United-States,<=50K
