age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,native-country,salary
32.0,,288273.0,Bachelors,,Married-civ-spouse,,,White,,,Mexico,<=50K
,Federal-gov,29623.0,,8.0,Never-married,Other-service,Unmarried,,0.0,0.0,,
17.0,,67808.0,,,Never-married,,,White,,,United-States,<=50K
39.0,,207568.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
59.0,,142182.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
32.0,,367904.0,10th,,Divorced,,,White,,,Mexico,<=50K
58.0,,147653.0,10th,,Married-civ-spouse,,,White,,,,>50K
30.0,,203834.0,Bachelors,,Never-married,,,Asian-Pac-Islander,,,Taiwan,<=50K
19.0,,129620.0,10th,,Never-married,,,White,,,United-States,<=50K
18.0,,165950.0,11th,,Never-married,,,White,,,United-States,<=50K
,Private,196344.0,,3.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,,
44.0,,196545.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
54.0,,118108.0,HS-grad,,Married-civ-spouse,,,Black,,,United-States,<=50K
,Private,30813.0,,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
21.0,,228395.0,,,Never-married,,,Black,,,United-States,<=50K
,Private,119793.0,,11.0,Divorced,Exec-managerial,Not-in-family,,10520.0,0.0,,
21.0,,161930.0,HS-grad,,Never-married,,,Black,,,United-States,<=50K
39.0,,216256.0,Bachelors,,Married-civ-spouse,,,White,,,Italy,>50K
,Self-emp-not-inc,120539.0,,13.0,Never-married,Sales,Not-in-family,,0.0,0.0,,
51.0,,196501.0,Bachelors,,Divorced,,,White,,,United-States,>50K
,Private,208068.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
37.0,,166744.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
70.0,,105376.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Federal-gov,29591.0,,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
,Private,131519.0,,9.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,,
39.0,,153949.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,345403.0,,6.0,Never-married,Other-service,Own-child,,0.0,0.0,,
,Private,174163.0,,10.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,,
60.0,,200235.0,Assoc-voc,,Divorced,,,White,,,United-States,<=50K
36.0,,282092.0,Assoc-acdm,,Never-married,,,White,,,United-States,<=50K
49.0,,321851.0,Assoc-acdm,,Divorced,,,White,,,United-States,<=50K
,Local-gov,184112.0,,16.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,,
,Federal-gov,212120.0,,11.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
40.0,,51233.0,Bachelors,,Divorced,,,White,,,United-States,<=50K
,Private,164647.0,,9.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,,
,Private,57067.0,,9.0,Never-married,Machine-op-inspct,Other-relative,,0.0,0.0,,
72.0,,38360.0,9,,Widowed,,,White,,,United-States,<=50K
42.0,,340885.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
21.0,,131620.0,HS-grad,,Married-spouse-absent,,,White,,,Dominican-Republic,<=50K
30.0,,68330.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,197558.0,,9.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,,
,Private,210311.0,,9.0,Never-married,Sales,Own-child,,0.0,0.0,,
,Private,26326.0,,11.0,Divorced,Other-service,Unmarried,,0.0,0.0,,
,Private,137506.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
37.0,,126569.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
51.0,,186303.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,163581.0,,9.0,Never-married,Other-service,Not-in-family,,10520.0,0.0,,
48.0,,350440.0,Some-college,,Married-civ-spouse,,,Asian-Pac-Islander,,,Cambodia,>50K
62.0,,176839.0,Masters,,Married-civ-spouse,,,White,,,United-States,<=50K
50.0,,61735.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,163911.0,,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,
37.0,,44780.0,Assoc-acdm,,Divorced,,,White,,,United-States,<=50K
,Private,103596.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
55.0,,157486.0,Masters,,Married-civ-spouse,,,White,,,United-States,>50K
51.0,,176969.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
31.0,,81030.0,Doctorate,,Married-civ-spouse,,,White,,,United-States,>50K
,Self-emp-not-inc,120301.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Private,230936.0,,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Self-emp-inc,108551.0,,9.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,
,Private,183327.0,,9.0,Never-married,Craft-repair,Own-child,,0.0,1594.0,,
40.0,,195520.0,Some-college,,Never-married,,,Black,,,United-States,<=50K
38.0,,80771.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
73.0,,109833.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,<=50K
47.0,,172246.0,Masters,,Married-civ-spouse,,,White,,,United-States,>50K
25.0,,169100.0,Masters,,Married-civ-spouse,,,White,,,United-States,<=50K
27.0,,31935.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Private,155233.0,,10.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,,
25.0,,352057.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
23.0,,197613.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Private,301080.0,,9.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,,
19.0,,220558.0,11th,,Never-married,,,White,,,United-States,<=50K
35.0,,105813.0,10,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,140559.0,,9.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,,
26.0,,282142.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,<=50K
47.0,,265097.0,9,,Married-civ-spouse,,,White,,,United-States,>50K
36.0,,185744.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
25.0,,113948.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,<=50K
30.0,,255424.0,Prof-school,,Married-civ-spouse,,,White,,,United-States,<=50K
60.0,,238913.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
39.0,,269323.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
37.0,,161226.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
37.0,,32207.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
57.0,,217692.0,HS-grad,,Widowed,,,White,,,United-States,<=50K
,Private,124963.0,,,Never-married,Machine-op-inspct,Own-child,,0.0,0.0,,
20.0,,113307.0,7th-8th,,Never-married,,,White,,,United-States,<=50K
48.0,,151584.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
,,424468.0,,13.0,Married-civ-spouse,,Husband,,0.0,0.0,,
,Private,123011.0,,9.0,Married-spouse-absent,Machine-op-inspct,Not-in-family,,0.0,0.0,,
,Private,202652.0,,9.0,Widowed,Adm-clerical,Not-in-family,,0.0,0.0,,
,Private,102476.0,,13.0,Married-civ-spouse,Tech-support,Husband,,0.0,0.0,,
,Self-emp-inc,249072.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,99999.0,0.0,,
48.0,,197836.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,184831.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Private,146497.0,,10.0,Widowed,Exec-managerial,Unmarried,,0.0,0.0,,
56.0,,303090.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,154908.0,,6.0,Never-married,Other-service,Own-child,,0.0,0.0,,
18.0,,122988.0,9,,Never-married,,,White,,,United-States,<=50K
21.0,,171156.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Private,21698.0,,6.0,Divorced,Other-service,Unmarried,,0.0,0.0,,
,Private,182117.0,,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,
36.0,,94565.0,Assoc-voc,,Divorced,,,White,,,United-States,<=50K
,Private,107218.0,,9.0,Never-married,Other-service,Own-child,,0.0,0.0,,
51.0,,123011.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
,Self-emp-not-inc,133736.0,,10.0,Married-civ-spouse,Sales,Husband,,20051.0,0.0,,
34.0,,144949.0,10th,,Married-civ-spouse,,,White,,,United-States,>50K
44.0,,193537.0,9th,,Never-married,,,White,,,Puerto-Rico,<=50K
21.0,,206681.0,Some-college,,Never-married,,,White,,,United-States,<=50K
26.0,,86483.0,Some-college,,Never-married,,,White,,,United-States,<=50K
57.0,,199114.0,10th,,Separated,,,White,,,United-States,<=50K
17.0,,266497.0,9th,,Never-married,,,White,,,Mexico,<=50K
,Private,134787.0,,10.0,Never-married,Sales,Own-child,,0.0,0.0,,
,Private,252714.0,,11.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
42.0,,261929.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
39.0,,33487.0,,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,271935.0,,9.0,Never-married,Machine-op-inspct,Own-child,,0.0,0.0,,
30.0,,125228.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Self-emp-not-inc,72338.0,,9.0,Never-married,Sales,Unmarried,,0.0,0.0,,
,Private,59146.0,,9.0,Separated,Sales,Unmarried,,0.0,0.0,,
53.0,,151580.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,331395.0,,4.0,Married-civ-spouse,Farming-fishing,Husband,,3942.0,0.0,,
,Private,164864.0,,13.0,Divorced,Prof-specialty,Unmarried,,0.0,323.0,,
38.0,,275338.0,Bachelors,,Divorced,,,White,,,United-States,<=50K
,Private,303462.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
,,129893.0,,9.0,Married-civ-spouse,,Husband,,0.0,1579.0,,
,Private,238433.0,,2.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
19.0,,139466.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Private,113364.0,,13.0,Never-married,Sales,Own-child,,0.0,0.0,,
,Self-emp-not-inc,113513.0,,13.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,
,Self-emp-inc,46221.0,,16.0,Never-married,Prof-specialty,Not-in-family,,99999.0,0.0,,
,Private,228592.0,,9.0,Never-married,Transport-moving,Own-child,,0.0,0.0,,
,Private,209993.0,,2.0,Widowed,Other-service,Other-relative,,0.0,0.0,,
46.0,,93557.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,81286.0,,9.0,Never-married,Craft-repair,Not-in-family,,2174.0,0.0,,
31.0,,594187.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Federal-gov,165630.0,,9.0,Married-civ-spouse,Tech-support,Husband,,0.0,1977.0,,
,Private,116677.0,,10.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,,
,Private,132320.0,,10.0,Separated,Craft-repair,Not-in-family,,0.0,0.0,,
,Federal-gov,269792.0,,13.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
,Private,130795.0,,6.0,Never-married,Other-service,Own-child,,0.0,0.0,,
,Private,89718.0,,9.0,Never-married,Sales,Not-in-family,,2202.0,0.0,,
,Private,227070.0,,10.0,Never-married,Other-service,Unmarried,,0.0,0.0,,
27.0,,216178.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
,Private,245866.0,,10.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,,
27.0,,292883.0,HS-grad,,Married-civ-spouse,,,Black,,,United-States,<=50K
,Private,317425.0,,7.0,Never-married,Other-service,Own-child,,0.0,0.0,,
,Private,34788.0,,10.0,Married-civ-spouse,Sales,Husband,,0.0,1887.0,,
,Local-gov,394765.0,,14.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
68.0,,117236.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
54.0,,175912.0,10th,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,163678.0,,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
30.0,,176471.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
26.0,,179569.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Private,339952.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Self-emp-not-inc,102102.0,,7.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
33.0,,161444.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
30.0,,117393.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
21.0,,143436.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
22.0,,117606.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
,Self-emp-not-inc,126094.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
48.0,,72896.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
54.0,,231482.0,HS-grad,,Married-civ-spouse,,,White,,,Portugal,<=50K
32.0,,262024.0,HS-grad,,Never-married,,,Black,,,United-States,<=50K
44.0,,316120.0,Prof-school,,Divorced,,,White,,,United-States,>50K
47.0,,55272.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,55191.0,,10.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,
,Local-gov,147703.0,,9.0,Widowed,Other-service,Not-in-family,,0.0,0.0,,
,Private,194710.0,,9.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,
,Self-emp-not-inc,324173.0,,11.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,,
36.0,,48976.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
53.0,,302847.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Self-emp-not-inc,140854.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Self-emp-inc,163039.0,,12.0,Never-married,Sales,Not-in-family,,0.0,0.0,,
,Private,282202.0,,9.0,Never-married,Exec-managerial,Unmarried,,0.0,0.0,,
,Private,344698.0,,10.0,Never-married,Machine-op-inspct,Own-child,,0.0,0.0,,
44.0,,43711.0,Assoc-acdm,,Married-civ-spouse,,,White,,,United-States,>50K
27.0,,69132.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
46.0,,155489.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
34.0,,339142.0,HS-grad,,Separated,,,White,,,United-States,<=50K
18.0,,40822.0,11th,,Never-married,,,White,,,United-States,<=50K
,Private,212748.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,Self-emp-not-inc,54583.0,,13.0,Divorced,Prof-specialty,Unmarried,,0.0,0.0,,
22.0,,180052.0,Some-college,,Never-married,,,White,,,United-States,<=50K
42.0,,270147.0,Masters,,Never-married,,,White,,,United-States,<=50K
,Private,240063.0,,10.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,
50.0,,98227.0,9,,Divorced,,,White,,,United-States,<=50K
39.0,,172700.0,HS-grad,,Never-married,,,Black,,,United-States,<=50K
46.0,,189680.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
75.0,,226593.0,HS-grad,,Widowed,,,White,,,United-States,<=50K
31.0,,173495.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
22.0,,124454.0,Some-college,,Never-married,,,White,,,United-States,<=50K
21.0,,285127.0,HS-grad,,Never-married,,,Black,,,United-States,<=50K
44.0,,354230.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,143003.0,,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,1887.0,,
,Private,286469.0,,10.0,Never-married,Sales,Own-child,,0.0,0.0,,
,,133166.0,,,Married-civ-spouse,,Husband,,0.0,0.0,,
28.0,,328923.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
43.0,,143583.0,10th,,Married-civ-spouse,,,Black,,,United-States,<=50K
24.0,,145964.0,Bachelors,,Never-married,,,White,,,United-States,>50K
65.0,,226215.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,130561.0,,7.0,Never-married,Sales,Not-in-family,,0.0,0.0,,
,State-gov,187802.0,,10.0,Separated,Craft-repair,Not-in-family,,0.0,0.0,,
42.0,,124792.0,HS-grad,,Married-civ-spouse,,,Black,,,United-States,>50K
17.0,,148522.0,11th,,Never-married,,,White,,,United-States,<=50K
25.0,,178478.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
,Self-emp-not-inc,213140.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,7688.0,0.0,,
,,76860.0,,9.0,Married-civ-spouse,,Husband,,0.0,0.0,,
,State-gov,112761.0,,10.0,Divorced,Adm-clerical,Not-in-family,,0.0,0.0,,
,Private,283945.0,,9.0,Never-married,Other-service,Own-child,,0.0,0.0,,
,Private,223212.0,,,Married-civ-spouse,Prof-specialty,Husband,,0.0,1848.0,,
30.0,,36069.0,Assoc-acdm,,Married-civ-spouse,,,White,,,United-States,<=50K
,Self-emp-not-inc,213024.0,,10.0,Never-married,Farming-fishing,Own-child,,0.0,0.0,,
56.0,,201318.0,9th,,Married-civ-spouse,,,White,,,Columbia,<=50K
24.0,,79160.0,9,,Never-married,,,Black,,,United-States,<=50K
,Private,191479.0,,10.0,Divorced,Exec-managerial,Own-child,,0.0,0.0,,
41.0,,58447.0,Doctorate,,Married-civ-spouse,,,White,,,United-States,>50K
51.0,,70767.0,,,Married-civ-spouse,,,White,,,United-States,<=50K
40.0,,253717.0,11th,,Married-civ-spouse,,,White,,,United-States,<=50K
24.0,,61737.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
24.0,,100321.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,<=50K
47.0,,30575.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,144778.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
,State-gov,102791.0,,9.0,Divorced,Adm-clerical,Own-child,,0.0,0.0,,
,State-gov,110199.0,,4.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
32.0,,294121.0,Assoc-acdm,,Divorced,,,White,,,United-States,<=50K
,Private,53271.0,,9.0,Never-married,Transport-moving,Other-relative,,0.0,0.0,,
28.0,,181597.0,HS-grad,,Never-married,,,Black,,,United-States,<=50K
,Self-emp-not-inc,212207.0,,9.0,Never-married,Farming-fishing,Own-child,,0.0,0.0,,
43.0,,57600.0,Doctorate,,Married-spouse-absent,,,White,,,,<=50K
35.0,,237943.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,185127.0,,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,State-gov,309056.0,,16.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
,Private,504725.0,,7.0,Married-civ-spouse,Transport-moving,Husband,,3464.0,0.0,,
,Private,266973.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,209529.0,,7.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
,Private,342946.0,,7.0,Never-married,Transport-moving,Own-child,,0.0,0.0,,
29.0,,82242.0,Prof-school,,Never-married,,,White,,,Germany,>50K
,Local-gov,99666.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
53.0,,136080.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
46.0,,278322.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,>50K
30.0,,287737.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Private,271075.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
50.0,,162868.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
,Private,176279.0,,10.0,Widowed,Adm-clerical,Unmarried,,0.0,0.0,,
,Private,147098.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
27.0,,208406.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
25.0,,352806.0,HS-grad,,Divorced,,,White,,,Mexico,<=50K
41.0,,167375.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
43.0,,104196.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
23.0,,332657.0,Some-college,,Never-married,,,White,,,United-States,<=50K
21.0,,184135.0,HS-grad,,Never-married,,,Black,,,United-States,<=50K
,Local-gov,484475.0,,13.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
,Private,205249.0,,14.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
49.0,,195612.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
,Self-emp-inc,237294.0,,9.0,Widowed,Sales,Not-in-family,,0.0,0.0,,
,Private,345122.0,,15.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
,Local-gov,116751.0,,11.0,Divorced,Protective-serv,Unmarried,,0.0,0.0,,
31.0,,190650.0,Masters,,Married-civ-spouse,,,Asian-Pac-Islander,,,,<=50K
,Private,183425.0,,10.0,Divorced,Handlers-cleaners,Not-in-family,,0.0,0.0,,
31.0,,498267.0,HS-grad,,Separated,,,Black,,,United-States,<=50K
29.0,,170301.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Self-emp-not-inc,351161.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,1887.0,,
32.0,,115066.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
31.0,,219619.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Self-emp-not-inc,350247.0,,15.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
,,100881.0,,12.0,Married-civ-spouse,,Wife,,0.0,0.0,,
33.0,,238002.0,9th,,Married-civ-spouse,,,White,,,Mexico,<=50K
39.0,,119421.0,HS-grad,,Separated,,,White,,,United-States,<=50K
39.0,,105044.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,118001.0,,6.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Federal-gov,276868.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
40.0,,124520.0,Assoc-voc,,Divorced,,,White,,,United-States,>50K
47.0,,126204.0,Some-college,,Divorced,,,White,,,United-States,<=50K
,Private,147989.0,,10.0,Married-spouse-absent,Transport-moving,Not-in-family,,0.0,0.0,,
22.0,,175431.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,252930.0,,6.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,,
28.0,,179008.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,<=50K
40.0,,175943.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,222539.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
37.0,,342084.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,135601.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,20051.0,0.0,,
45.0,,305474.0,10th,,Married-civ-spouse,,,Black,,,Haiti,<=50K
,Private,290124.0,,3.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
26.0,,57600.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,<=50K
,Federal-gov,219262.0,,9.0,Never-married,Other-service,Own-child,,0.0,0.0,,
,Private,173858.0,,9.0,Never-married,Craft-repair,Not-in-family,,2597.0,0.0,,
,Private,167350.0,,8.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,
23.0,,196674.0,Some-college,,Separated,,,White,,,United-States,<=50K
42.0,,226902.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
27.0,,188711.0,Some-college,,Divorced,,,White,,,United-States,<=50K
43.0,,28451.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
50.0,,201984.0,7th-8th,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,133503.0,,9.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
38.0,,149347.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
49.0,,229376.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
46.0,,73434.0,Masters,,Divorced,,,White,,,United-States,<=50K
