,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week
9235,,Private,50648.0,,10.0,Never-married,Craft-repair,Own-child,,,0.0,0.0,
9236,40.0,,132125.0,Some-college,10.0,,,,White,,0.0,0.0,
9237,,Private,,,13.0,,Adm-clerical,Unmarried,,Female,0.0,0.0,40.0
9238,44.0,,79864.0,Masters,14.0,,,,White,,0.0,0.0,
9239,,Private,,,6.0,,Sales,Husband,,Male,0.0,0.0,44.0
9240,,Private,65876.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
9241,,Private,365745.0,,,Married-civ-spouse,Craft-repair,Husband,,Male,0.0,0.0,32.0
9242,,Private,365745.0,,,Married-civ-spouse,,Husband,,Male,0.0,0.0,46.0
9243,,,,,9.0,,,Husband,,Male,0.0,1485.0,70.0
9244,,Private,411595.0,,3.0,Widowed,Machine-op-inspct,Unmarried,,,0.0,0.0,
9245,,Private,37933.0,,13.0,Never-married,Exec-managerial,Unmarried,,,0.0,0.0,
9246,45.0,,195554.0,HS-grad,9.0,,,,White,,0.0,0.0,
9247,31.0,,166343.0,HS-grad,9.0,,,,Black,,0.0,0.0,
9248,,Private,130067.0,,10.0,Never-married,Exec-managerial,Not-in-family,,,0.0,0.0,
9249,38.0,,81232.0,Bachelors,13.0,,,,White,,0.0,0.0,
9250,,Self-emp-not-inc,393691.0,,10.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
9251,65.0,,143554.0,Some-college,10.0,,,,White,,0.0,0.0,
9252,,Private,,,9.0,,Sales,Own-child,,Female,0.0,0.0,25.0
9253,,Private,,,10.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,40.0
9254,,Self-emp-not-inc,70100.0,,13.0,Never-married,Prof-specialty,Not-in-family,,,0.0,0.0,
9255,,Private,38223.0,,11.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
9256,,Private,,,11.0,,Handlers-cleaners,Husband,,Male,0.0,0.0,80.0
9257,,Private,,,10.0,,Exec-managerial,Not-in-family,,Female,0.0,0.0,45.0
9258,,Private,281565.0,,9.0,Widowed,Other-service,Other-relative,,,0.0,0.0,
9259,,Local-gov,205931.0,,9.0,Never-married,Adm-clerical,Not-in-family,,,0.0,0.0,
9260,,Private,358382.0,,9.0,Never-married,Other-service,Not-in-family,,,0.0,0.0,
9261,34.0,,150154.0,HS-grad,9.0,,,,White,,0.0,0.0,
9262,,Private,,,13.0,,Prof-specialty,Not-in-family,,Male,0.0,0.0,45.0
9263,38.0,,270985.0,Some-college,10.0,,,,Black,,0.0,0.0,
9264,,State-gov,216035.0,,9.0,Married-civ-spouse,Protective-serv,Husband,,,0.0,0.0,
9265,,Private,376393.0,,9.0,Married-civ-spouse,Adm-clerical,Wife,,,0.0,0.0,
9266,18.0,,36275.0,HS-grad,9.0,,,,White,,0.0,0.0,
9267,,Private,258768.0,,13.0,Never-married,Handlers-cleaners,Not-in-family,,,0.0,0.0,
9268,,Private,237903.0,,13.0,Never-married,Prof-specialty,Unmarried,,,0.0,0.0,
9269,,Private,,,9.0,,Sales,Not-in-family,,Male,0.0,0.0,40.0
9270,45.0,,288437.0,HS-grad,9.0,,,,Other,,4064.0,0.0,
9271,,Private,,,9.0,,Prof-specialty,Own-child,,Female,0.0,0.0,40.0
9272,,Local-gov,375134.0,,11.0,Divorced,Craft-repair,Not-in-family,,,0.0,0.0,
9273,22.0,,216867.0,7th-8th,4.0,,,,White,,0.0,0.0,
9274,,Private,,,9.0,,Adm-clerical,Own-child,,Male,0.0,0.0,40.0
9275,,,,,6.0,,,Husband,,Male,0.0,0.0,99.0
9276,,Self-emp-not-inc,95708.0,,14.0,Never-married,Exec-managerial,Not-in-family,,,0.0,0.0,
9277,,Private,,,13.0,,Prof-specialty,Not-in-family,,Male,0.0,0.0,40.0
9278,,,,,10.0,,,Unmarried,,Female,0.0,0.0,25.0
9279,,Self-emp-not-inc,56920.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
9280,,Private,99665.0,,5.0,Married-civ-spouse,Tech-support,Wife,,,0.0,0.0,
9281,,Self-emp-inc,160731.0,,9.0,Never-married,Craft-repair,Not-in-family,,,0.0,0.0,
9282,43.0,,106982.0,Bachelors,13.0,,,,White,,0.0,0.0,
9283,32.0,,231043.0,HS-grad,9.0,,,,White,,5178.0,0.0,
9284,26.0,Private,208122.0,Bachelors,13.0,,Prof-specialty,Not-in-family,White,Female,,0.0,40.0
9285,45.0,,144579.0,Bachelors,13.0,,,,White,,0.0,0.0,
9286,,Private,226883.0,,9.0,Separated,Craft-repair,Unmarried,,,0.0,0.0,
9287,,Self-emp-not-inc,,,9.0,,Farming-fishing,Not-in-family,,Male,0.0,0.0,25.0
9288,,Private,,,9.0,,Machine-op-inspct,Other-relative,,Female,0.0,0.0,40.0
9289,,Private,216116.0,,9.0,Divorced,Adm-clerical,Unmarried,,,0.0,0.0,
9290,,Private,112512.0,,11.0,Never-married,Prof-specialty,Not-in-family,,,0.0,0.0,
9291,,Private,118983.0,,9.0,Never-married,Exec-managerial,Own-child,,,0.0,0.0,
9292,48.0,,332884.0,Assoc-acdm,12.0,,,,White,,0.0,0.0,
9293,52.0,,279440.0,9,,,,,White,,5178.0,0.0,
9294,,Private,,,9.0,,Sales,Husband,,Male,0.0,0.0,40.0
9295,55.0,,56645.0,Bachelors,13.0,,,,Asian-Pac-Islander,,0.0,0.0,
9296,,Private,45564.0,,11.0,Divorced,Prof-specialty,Not-in-family,,,4650.0,0.0,
9297,31.0,,176711.0,HS-grad,9.0,,,,White,,0.0,0.0,
9298,,Private,,,7.0,,Sales,Own-child,,Female,0.0,0.0,8.0
9299,,Self-emp-inc,210736.0,,9.0,Never-married,Exec-managerial,Not-in-family,,,10520.0,0.0,
9300,23.0,,173851.0,,10.0,,,,White,,0.0,0.0,
9301,29.0,,180916.0,Some-college,10.0,,,,White,,0.0,0.0,
9302,50.0,,34233.0,HS-grad,9.0,,,,White,,0.0,0.0,
9303,52.0,,104501.0,12th,8.0,,,,White,,0.0,0.0,
9304,,Self-emp-not-inc,,,10.0,,Sales,Husband,,Male,0.0,0.0,18.0
9305,,Self-emp-not-inc,370119.0,,13.0,Married-civ-spouse,Sales,Husband,,,15024.0,0.0,
9306,,Private,159319.0,,14.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
9307,,Private,135803.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,1579.0,
9308,,Private,,,9.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
9309,,State-gov,268700.0,,,Married-civ-spouse,Other-service,Husband,,,0.0,0.0,
9310,40.0,,167081.0,Masters,14.0,,,,White,,3103.0,0.0,
9311,34.0,,157886.0,Assoc-acdm,12.0,,,,White,,0.0,0.0,
9312,,,,,6.0,,,Unmarried,,Female,0.0,0.0,30.0
9313,35.0,,135162.0,Some-college,10.0,,,,White,,0.0,0.0,
9314,30.0,,169152.0,HS-grad,9.0,,,,White,,0.0,0.0,
9315,,Private,226145.0,,10.0,Never-married,Handlers-cleaners,Own-child,,,0.0,0.0,
9316,,Self-emp-not-inc,,,10.0,,Exec-managerial,Husband,,Male,0.0,0.0,60.0
9317,43.0,,98989.0,HS-grad,9.0,,,,Amer-Indian-Eskimo,,0.0,0.0,
9318,,Private,33731.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,,7688.0,0.0,
9319,,Private,,,15.0,,Prof-specialty,Husband,,Male,0.0,0.0,75.0
9320,,Private,,,13.0,,Exec-managerial,Husband,,Male,0.0,0.0,70.0
9321,31.0,,213307.0,HS-grad,9.0,,,,White,,0.0,0.0,
9322,,Private,201699.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
9323,,Private,192583.0,,10.0,Never-married,Sales,Not-in-family,,,0.0,0.0,
9324,,Self-emp-not-inc,,,10.0,,Transport-moving,Husband,,Male,3137.0,0.0,46.0
9325,35.0,,98948.0,Bachelors,13.0,,,,White,,0.0,0.0,
9326,,Private,,,13.0,,Adm-clerical,Not-in-family,,Male,0.0,0.0,40.0
9327,49.0,,170871.0,Masters,14.0,,,,White,,0.0,0.0,
9328,,State-gov,78649.0,,10.0,Married-spouse-absent,Adm-clerical,Unmarried,,,0.0,0.0,
9329,,Private,215384.0,,7.0,Never-married,Other-service,Not-in-family,,,0.0,0.0,
9330,,Self-emp-not-inc,95256.0,,9.0,Divorced,Transport-moving,Not-in-family,,,0.0,0.0,
9331,40.0,,197344.0,Bachelors,13.0,,,,White,,0.0,0.0,
9332,64.0,,253759.0,HS-grad,9.0,,,,White,,0.0,0.0,
9333,19.0,,382738.0,HS-grad,9.0,,,,Black,,0.0,0.0,
9334,,Private,,,9.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
9335,,Private,,,13.0,,Tech-support,Not-in-family,,Male,0.0,0.0,45.0
9336,,,233182.0,,9.0,Divorced,,Not-in-family,,,0.0,0.0,
9337,,,,,10.0,,,Own-child,,Female,0.0,0.0,35.0
9338,,Private,307149.0,,13.0,Never-married,Prof-specialty,Own-child,,,0.0,0.0,
9339,,Private,209214.0,,9.0,Married-civ-spouse,Adm-clerical,Wife,,,4386.0,0.0,
9340,,Private,,,8.0,,Other-service,Unmarried,,Female,0.0,0.0,35.0
9341,,Self-emp-not-inc,190023.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,,0.0,0.0,
9342,,Private,33046.0,,11.0,Divorced,Other-service,Unmarried,,,0.0,0.0,
9343,,Self-emp-inc,,,9.0,,Sales,Husband,,Male,0.0,0.0,40.0
9344,,Private,,,7.0,,Other-service,Own-child,,Female,0.0,0.0,20.0
9345,,Private,184016.0,,9.0,Married-civ-spouse,Priv-house-serv,Not-in-family,,,3103.0,0.0,
9346,,Private,175006.0,,2.0,Separated,Machine-op-inspct,Other-relative,,,0.0,0.0,
9347,,Private,232653.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
9348,,Local-gov,,,11.0,,Protective-serv,Husband,,Male,0.0,0.0,56.0
9349,,,,,6.0,,,Husband,,Male,0.0,0.0,70.0
9350,,Private,200834.0,,14.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
9351,,Private,421633.0,,14.0,Never-married,Exec-managerial,Not-in-family,,,0.0,0.0,
9352,,Private,,,6.0,,Other-service,Other-relative,,Female,0.0,0.0,40.0
9353,,Local-gov,,,14.0,,Prof-specialty,Not-in-family,,Female,0.0,0.0,40.0
9354,,Without-pay,35034.0,,9.0,Never-married,Farming-fishing,Own-child,,,0.0,0.0,
9355,,Private,,,9.0,,Sales,Not-in-family,,Female,0.0,0.0,30.0
9356,,Private,227282.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,,0.0,0.0,
9357,75.0,,188612.0,HS-grad,9.0,,,,White,,0.0,0.0,
9358,,Private,97176.0,,10.0,Divorced,Exec-managerial,Unmarried,,,0.0,0.0,
9359,,Private,48087.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
9360,,Private,,,6.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
9361,,Private,189203.0,,13.0,Never-married,Prof-specialty,Not-in-family,,,0.0,0.0,
9362,,Private,346081.0,,9.0,Divorced,Prof-specialty,Not-in-family,,,0.0,0.0,
9363,27.0,,302422.0,HS-grad,9.0,,,,White,,0.0,0.0,
9364,35.0,,112008.0,Some-college,10.0,,,,White,,0.0,0.0,
9365,44.0,,167280.0,Bachelors,13.0,,,,White,,0.0,0.0,
9366,44.0,,99212.0,Some-college,10.0,,,,White,,0.0,0.0,
9367,,Private,180656.0,,3.0,Never-married,Machine-op-inspct,Other-relative,,,0.0,0.0,
9368,,Private,165614.0,,14.0,Never-married,Prof-specialty,Not-in-family,,,0.0,0.0,
9369,,Private,86492.0,,11.0,Married-civ-spouse,Transport-moving,Husband,,,0.0,0.0,
9370,,Private,104397.0,,9.0,Married-civ-spouse,Sales,Own-child,,,0.0,0.0,
9371,,Private,176924.0,,6.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
9372,,Self-emp-inc,,,13.0,,Sales,Husband,,Male,15024.0,0.0,45.0
9373,19.0,,39460.0,HS-grad,9.0,,,,White,,0.0,0.0,
9374,,Private,660870.0,,13.0,Never-married,Prof-specialty,Not-in-family,,,0.0,0.0,
9375,24.0,,112009.0,HS-grad,9.0,,,,White,,0.0,0.0,
9376,,Private,,,9.0,,Sales,Other-relative,,Female,0.0,0.0,15.0
9377,,,,,10.0,,,Wife,,Female,0.0,0.0,30.0
9378,,Private,,,10.0,,Craft-repair,Not-in-family,,Male,0.0,0.0,45.0
9379,,Private,210857.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,1902.0,
9380,,Federal-gov,,,15.0,,Prof-specialty,Husband,,Male,15024.0,0.0,45.0
9381,41.0,,197372.0,HS-grad,9.0,,,,White,,0.0,0.0,
9382,40.0,,125461.0,HS-grad,9.0,,,,White,,0.0,0.0,
9383,,Self-emp-not-inc,,,13.0,,Exec-managerial,Not-in-family,,Female,0.0,2444.0,50.0
9384,,Private,392518.0,,12.0,Married-spouse-absent,Sales,Not-in-family,,,0.0,0.0,
9385,24.0,,267396.0,Bachelors,13.0,,,,White,,0.0,0.0,
9386,,Private,133515.0,,10.0,Never-married,Sales,Other-relative,,,0.0,0.0,
9387,,Private,,,9.0,,Craft-repair,Husband,,Male,0.0,0.0,42.0
9388,18.0,,353358.0,Some-college,10.0,,,,White,,0.0,0.0,
9389,24.0,,332194.0,5,,,,,Black,,0.0,0.0,
9390,17.0,,217342.0,10th,6.0,,,,White,,0.0,0.0,
9391,25.0,,303431.0,HS-grad,9.0,,,,White,,0.0,0.0,
9392,,Private,117963.0,,13.0,Married-civ-spouse,Adm-clerical,Husband,,,0.0,0.0,
9393,19.0,,192162.0,HS-grad,9.0,,,,White,,0.0,0.0,
9394,,,,,12.0,,,Own-child,,Female,594.0,0.0,20.0
9395,53.0,,29231.0,7th-8th,4.0,,,,White,,0.0,0.0,
9396,,,109912.0,,13.0,Married-civ-spouse,,Wife,,,0.0,0.0,
9397,,Private,,,13.0,,Prof-specialty,Husband,,Male,0.0,0.0,43.0
9398,,Private,,,10.0,,Sales,Unmarried,,Male,0.0,0.0,55.0
9399,36.0,,156352.0,9th,5.0,,,,White,,0.0,0.0,
9400,45.0,,39986.0,HS-grad,9.0,,,,White,,0.0,1740.0,
9401,,Local-gov,246392.0,,12.0,Separated,Adm-clerical,Not-in-family,,,0.0,0.0,
9402,,Private,,,7.0,,Machine-op-inspct,Not-in-family,,Male,0.0,0.0,40.0
9403,,Private,,,9.0,,Machine-op-inspct,Own-child,,Male,0.0,0.0,40.0
9404,,Private,183110.0,,7.0,Never-married,Handlers-cleaners,Own-child,,,0.0,0.0,
9405,,Private,210464.0,,9.0,Never-married,Other-service,Other-relative,,,0.0,0.0,
9406,,Private,236907.0,,10.0,Never-married,Handlers-cleaners,Own-child,,,0.0,0.0,
9407,,Local-gov,88564.0,,10.0,Married-civ-spouse,Handlers-cleaners,Husband,,,0.0,0.0,
9408,,,173296.0,,,Divorced,,,,Male,,0.0,40.0
9409,,Self-emp-not-inc,48585.0,,10.0,Married-civ-spouse,Prof-specialty,Wife,,,0.0,0.0,
9410,24.0,,218678.0,Bachelors,13.0,,,,White,,0.0,0.0,
9411,41.0,,308296.0,HS-grad,9.0,,,,White,,0.0,0.0,
9412,,Private,134960.0,,9.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
9413,44.0,,332401.0,Prof-school,15.0,,,,White,,99999.0,0.0,
9414,31.0,,165949.0,HS-grad,9.0,,,,White,,0.0,0.0,
9415,51.0,,99185.0,Assoc-acdm,12.0,,,,White,,0.0,0.0,
9416,,Private,,,9.0,,Machine-op-inspct,Own-child,,Male,0.0,0.0,40.0
9417,,Private,200098.0,,13.0,Divorced,Sales,Not-in-family,,,0.0,0.0,
9418,,State-gov,121789.0,,11.0,Divorced,Exec-managerial,Unmarried,,,0.0,0.0,
9419,,Private,50092.0,,13.0,Divorced,Exec-managerial,Unmarried,,,0.0,1138.0,
9420,,Private,284277.0,,7.0,Never-married,Other-service,Own-child,,,1055.0,0.0,
9421,28.0,,303601.0,12th,8.0,,,,White,,0.0,0.0,
9422,,Private,,,9.0,,Other-service,Other-relative,,Female,0.0,0.0,10.0
9423,44.0,,178134.0,Prof-school,15.0,,,,White,,0.0,0.0,
9424,36.0,,268620.0,Some-college,10.0,,,,White,,0.0,0.0,
9425,,Private,,,9.0,,Other-service,Own-child,,Female,0.0,0.0,15.0
9426,41.0,,318046.0,Some-college,10.0,,,,White,,0.0,0.0,
9427,,Private,,,7.0,,Sales,Not-in-family,,Female,0.0,0.0,40.0
9428,29.0,,113870.0,1st-4th,2.0,,,,White,,0.0,0.0,
9429,,Private,38606.0,,13.0,Never-married,Sales,Not-in-family,,,0.0,1504.0,
9430,,Private,68330.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,1485.0,
9431,,Private,187431.0,,9.0,Never-married,Machine-op-inspct,Not-in-family,,,0.0,0.0,
9432,,Private,,,9.0,,Transport-moving,Not-in-family,,Male,0.0,0.0,40.0
9433,,Private,118786.0,,13.0,Never-married,Sales,Not-in-family,,,0.0,0.0,
9434,,Private,,,9.0,,Other-service,Wife,,Female,0.0,0.0,40.0
9435,43.0,,222756.0,Masters,14.0,,,,White,,0.0,0.0,
9436,30.0,,144593.0,HS-grad,9.0,,,,Black,,0.0,0.0,
9437,,Private,,,13.0,,Other-service,Wife,,Female,0.0,0.0,40.0
9438,34.0,,87209.0,Masters,14.0,,,,White,,0.0,0.0,
9439,,Private,,,10.0,,Other-service,Wife,,Female,0.0,0.0,40.0
9440,,Private,419732.0,,10.0,Divorced,Other-service,Unmarried,,,0.0,0.0,
9441,,,193895.0,,4.0,Divorced,,Unmarried,,,0.0,0.0,
9442,,Private,205407.0,,9.0,Never-married,Adm-clerical,Unmarried,,,0.0,0.0,
9443,44.0,,46221.0,Doctorate,16.0,,,,White,,0.0,0.0,
9444,,Private,,,16.0,,Prof-specialty,Husband,,Male,0.0,2051.0,60.0
9445,25.0,,25497.0,Bachelors,13.0,,,,White,,0.0,0.0,
9446,32.0,,186784.0,Bachelors,13.0,,,,White,,5013.0,0.0,
9447,,Private,,,10.0,,Other-service,Own-child,,Female,0.0,0.0,40.0
9448,37.0,,225385.0,HS-grad,9.0,,,,White,,0.0,0.0,
9449,,Federal-gov,,,11.0,,Prof-specialty,Not-in-family,,Female,13550.0,0.0,40.0
9450,53.0,,549341.0,Bachelors,13.0,,,,Black,,0.0,0.0,
9451,,State-gov,,,13.0,,Sales,Not-in-family,,Female,0.0,0.0,40.0
9452,74.0,,89667.0,Bachelors,13.0,,,,Other,,0.0,0.0,
9453,,Federal-gov,,,9.0,,Adm-clerical,Wife,,Female,0.0,0.0,40.0
9454,,Self-emp-not-inc,219420.0,,16.0,Divorced,Sales,Not-in-family,,,0.0,0.0,
9455,,Private,,,10.0,,Sales,Husband,,Male,0.0,0.0,40.0
9456,34.0,,94235.0,Bachelors,13.0,,,,White,,0.0,0.0,
9457,41.0,,171351.0,Some-college,10.0,,,,White,,0.0,0.0,
9458,48.0,,345006.0,Bachelors,13.0,,,,White,,0.0,0.0,
9459,,,,,9.0,,,Other-relative,,Female,0.0,0.0,40.0
9460,,,,,7.0,,,Own-child,,Female,0.0,0.0,16.0
9461,,Private,42857.0,,10.0,Never-married,Sales,Own-child,,,0.0,0.0,
9462,,Private,181916.0,,10.0,Separated,Machine-op-inspct,Not-in-family,,,0.0,0.0,
9463,,Private,224462.0,,7.0,Married-civ-spouse,Transport-moving,Husband,,,0.0,0.0,
9464,36.0,,138940.0,HS-grad,9.0,,,,White,,0.0,0.0,
9465,,Private,,,13.0,,Exec-managerial,Husband,,Male,0.0,0.0,45.0
9466,38.0,,163204.0,HS-grad,9.0,,,,White,,3411.0,0.0,
9467,,Private,,,10.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,40.0
9468,,Private,160120.0,,14.0,Never-married,Prof-specialty,Unmarried,,,0.0,0.0,
9469,,Private,,,10.0,,Farming-fishing,Unmarried,,Male,0.0,0.0,50.0
9470,,Private,,,10.0,,Sales,Other-relative,,Male,0.0,0.0,40.0
9471,,Local-gov,,,13.0,,Protective-serv,Husband,,Male,0.0,0.0,50.0
9472,,Self-emp-not-inc,410351.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
9473,,Private,,,7.0,,Transport-moving,Husband,,Male,0.0,0.0,40.0
9474,44.0,,121012.0,Bachelors,13.0,,,,White,,5013.0,0.0,
9475,58.0,Private,365511.0,Some-college,,,Other-service,Own-child,Other,Female,0.0,0.0,25.0
9476,21.0,,256240.0,11th,7.0,,,,White,,0.0,0.0,
9477,25.0,,267284.0,HS-grad,9.0,,,,White,,0.0,0.0,
9478,,Private,137063.0,,9.0,Never-married,Sales,Unmarried,,,0.0,0.0,
9479,,,,,7.0,,,Own-child,,Female,0.0,0.0,10.0
9480,17.0,,181580.0,11th,7.0,,,,White,,0.0,0.0,
9481,,Private,,,12.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
9482,,Private,138944.0,,9.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
9483,,Self-emp-not-inc,,,9.0,,Farming-fishing,Husband,,Male,4931.0,0.0,70.0
9484,,Private,,,9.0,,Craft-repair,Husband,,Male,0.0,0.0,50.0
9485,35.0,,269323.0,Bachelors,13.0,,,,White,,0.0,1887.0,
9486,42.0,,104118.0,Some-college,10.0,,,,White,,0.0,0.0,
9487,30.0,,117028.0,HS-grad,9.0,,,,White,,0.0,0.0,
9488,,Private,,,9.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
9489,,Federal-gov,,,10.0,,Adm-clerical,Not-in-family,,Male,0.0,1944.0,20.0
9490,,State-gov,217251.0,,11.0,Divorced,Exec-managerial,Not-in-family,,,0.0,0.0,
9491,,Private,,,10.0,,Adm-clerical,Own-child,,Female,0.0,0.0,15.0
9492,,Private,,,13.0,,Prof-specialty,Husband,,Male,0.0,0.0,42.0
9493,,Private,,,11.0,,Sales,Not-in-family,,Male,27828.0,0.0,40.0
9494,39.0,,279490.0,Some-college,10.0,,,,White,,0.0,0.0,
9495,,Private,199555.0,,9.0,Never-married,Transport-moving,Not-in-family,,,0.0,0.0,
9496,30.0,,272669.0,Some-college,10.0,,,,Asian-Pac-Islander,,0.0,0.0,
9497,55.0,,164857.0,Some-college,10.0,,,,White,,0.0,0.0,
9498,,Private,266189.0,,9.0,Divorced,Adm-clerical,Unmarried,,,0.0,0.0,
9499,,Private,220562.0,,5.0,Never-married,Sales,Other-relative,,,0.0,0.0,
9500,,Self-emp-not-inc,167380.0,,4.0,Married-civ-spouse,Farming-fishing,Husband,,,0.0,0.0,
9501,,Private,,,13.0,,Exec-managerial,Husband,,Male,0.0,0.0,60.0
9502,38.0,,54911.0,Some-college,10.0,,,,White,,0.0,0.0,
9503,34.0,,301251.0,Bachelors,13.0,,,,White,,0.0,0.0,
9504,43.0,,226902.0,Bachelors,13.0,,,,White,,0.0,0.0,
9505,38.0,,169872.0,HS-grad,9.0,,,,White,,3887.0,0.0,
9506,,Private,,,9.0,,Other-service,Unmarried,,Female,0.0,0.0,32.0
9507,,Self-emp-inc,188861.0,,14.0,Never-married,Exec-managerial,Not-in-family,,,0.0,1564.0,
9508,37.0,,70562.0,1st-4th,2.0,,,,White,,0.0,0.0,
9509,24.0,,161198.0,Bachelors,13.0,,,,White,,0.0,0.0,
9510,55.0,,119762.0,,6.0,,,,White,,0.0,0.0,
9511,,Self-emp-inc,,,10.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
9512,,Private,,,6.0,,Transport-moving,Husband,,Male,0.0,0.0,20.0
9513,32.0,,168443.0,Masters,14.0,,,,White,,0.0,0.0,
9514,,Private,,,10.0,,Other-service,Husband,,Male,0.0,0.0,40.0
9515,20.0,,100605.0,HS-grad,9.0,,,,Other,,0.0,0.0,
9516,,Self-emp-not-inc,76855.0,,10.0,Divorced,Transport-moving,Unmarried,,,0.0,0.0,
9517,,Private,,,13.0,,Other-service,Other-relative,,Male,0.0,0.0,20.0
9518,24.0,Private,511231.0,HS-grad,,,Prof-specialty,Husband,Black,Male,0.0,,40.0
9519,42.0,,340885.0,HS-grad,9.0,,,,White,,0.0,0.0,
9520,21.0,,92898.0,HS-grad,9.0,,,,White,,0.0,0.0,
9521,29.0,,258862.0,Bachelors,13.0,,,,White,,0.0,0.0,
9522,40.0,,231832.0,Masters,14.0,,,,White,,0.0,0.0,
9523,,Private,208447.0,,8.0,Never-married,Handlers-cleaners,Own-child,,,0.0,0.0,
9524,,Private,,,10.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
9525,,Private,737315.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
9526,32.0,,190784.0,Some-college,10.0,,,,Amer-Indian-Eskimo,,0.0,0.0,
9527,,Private,338833.0,,9.0,Never-married,Adm-clerical,Not-in-family,,,0.0,0.0,
9528,34.0,,114691.0,Some-college,10.0,,,,White,,0.0,0.0,
9529,,Private,215955.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
9530,45.0,,36032.0,HS-grad,9.0,,,,Black,,0.0,0.0,
9531,42.0,,180985.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
9532,,Private,175856.0,,7.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
9533,,Private,392812.0,,9.0,Never-married,Handlers-cleaners,Not-in-family,,,0.0,0.0,
9534,,Self-emp-not-inc,252431.0,,10.0,Married-civ-spouse,Prof-specialty,Wife,,,0.0,0.0,
9535,,Private,99146.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,1977.0,
9536,,Private,,,9.0,,Craft-repair,Other-relative,,Male,0.0,0.0,40.0
9537,64.0,,187656.0,1st-4th,2.0,,,,White,,0.0,0.0,
9538,45.0,,135044.0,HS-grad,9.0,,,,White,,0.0,0.0,
9539,44.0,,169980.0,11th,7.0,,,,Black,,0.0,0.0,
9540,36.0,,235371.0,HS-grad,9.0,,,,White,,0.0,0.0,
9541,,Private,,,,,Prof-specialty,Own-child,,Male,0.0,0.0,98.0
9542,74.0,,147558.0,Some-college,10.0,,,,White,,7262.0,0.0,
9543,,Private,111415.0,,9.0,Married-civ-spouse,Other-service,Husband,,,0.0,0.0,
9544,43.0,,35824.0,Masters,14.0,,,,White,,0.0,0.0,
9545,38.0,,172855.0,Bachelors,13.0,,,,Black,,0.0,1887.0,
9546,46.0,,192323.0,HS-grad,9.0,,,,White,,0.0,0.0,
9547,,Private,98639.0,,13.0,Never-married,Tech-support,Not-in-family,,,0.0,0.0,
9548,30.0,,347166.0,Bachelors,13.0,,,,White,,13550.0,0.0,
9549,50.0,,40623.0,Some-college,10.0,,,,White,,0.0,0.0,
9550,,Private,,,10.0,,Prof-specialty,Husband,,Male,0.0,0.0,40.0
9551,,Private,140001.0,,9.0,Never-married,Sales,Own-child,,,0.0,0.0,
9552,,Private,,,13.0,,Sales,Not-in-family,,Female,0.0,0.0,50.0
9553,,Private,,,13.0,,Exec-managerial,Not-in-family,,Female,0.0,0.0,50.0
9554,,Local-gov,153005.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
9555,,Private,,,13.0,,Prof-specialty,Husband,,Male,0.0,0.0,40.0
9556,42.0,,118947.0,Bachelors,13.0,,,,White,,0.0,0.0,
9557,32.0,,162160.0,Some-college,10.0,,,,White,,0.0,0.0,
9558,,Private,220531.0,,16.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
